Name,Age,Gender,Skills,Wages (INR/day),Location,Pincode,Years of Experience,Education Level,Marital Status,Number of Dependents,Work Type
Harish Garde,20,Male,"Plastering, Tailoring",331-564,Ahmedabad,380001,1,Primary,Single,2,Part-Time
Saumya Yogi,58,Male,Masonry,508-718,Ahmedabad,380001,16,Higher Secondary,Widowed,2,Part-Time
Osha Gera,23,Female,Tailoring,471-621,Lucknow,226001,2,Primary,Widowed,2,Full-Time
Jackson Ram,48,Female,"Electrical Work, Sewing",448-674,Ahmedabad,380001,7,Secondary,Widowed,2,Seasonal
Nandini Grover,26,Female,Carpentry,382-519,Lucknow,226001,8,None,Single,1,Full-Time
Varsha Bora,31,Male,Welding,505-704,Pune,411001,13,None,Single,0,Part-Time
Urishilla Dora,33,Male,Sewing,502-738,Jaipur,302001,2,Higher Secondary,Widowed,2,Seasonal
Yagnesh Shah,40,Male,Welding,427-594,Delhi,110001,12,Primary,Widowed,0,Seasonal
Amrita Raju,42,Female,"Domestic Help, Gardening",446-728,Lucknow,226001,6,Primary,Single,0,Part-Time
Idika Mital,54,Male,Sewing,306-589,Chennai,600001,7,Primary,Married,5,Full-Time
Bhavya Mohan,18,Male,"Electrical Work, Masonry",455-740,Jaipur,302001,1,Higher Secondary,Single,2,Seasonal
Bina Dutta,33,Female,"Plumbing, Sewing",336-495,Delhi,110001,5,None,Married,3,Part-Time
Ishani Bir,58,Female,Carpentry,440-689,Mumbai,400001,7,Primary,Married,6,Seasonal
Praneel Ravi,21,Female,Decorating,370-578,Jaipur,302001,1,Secondary,Single,1,Seasonal
Hemal Oommen,34,Female,Sewing,440-691,Chennai,600001,13,None,Married,5,Part-Time
Yashodhara Karnik,31,Male,Plumbing,474-588,Ahmedabad,380001,3,Secondary,Married,6,Seasonal
Warhi Upadhyay,22,Male,"Domestic Help, Plastering",315-605,Jaipur,302001,4,Higher Secondary,Married,2,Part-Time
Aadi Batra,31,Male,Plastering,382-596,Chennai,600001,12,Secondary,Widowed,0,Part-Time
Saumya Brahmbhatt,34,Female,Decorating,421-534,Kolkata,700001,6,None,Widowed,2,Full-Time
Darika Bhatnagar,29,Female,Domestic Help,447-610,Bangalore,560001,9,Secondary,Widowed,2,Full-Time
Warhi Borah,48,Male,Masonry,541-695,Bangalore,560001,5,Secondary,Single,0,Seasonal
Onkar Chadha,43,Female,Decorating,362-493,Mumbai,400001,20,Primary,Single,0,Full-Time
Aarnav Deep,45,Female,"Plumbing, Electrical Work",449-686,Bangalore,560001,4,Higher Secondary,Single,2,Part-Time
Sai Trivedi,32,Male,Plumbing,333-603,Lucknow,226001,3,Secondary,Married,6,Full-Time
Timothy Pandey,41,Female,Masonry,515-693,Chennai,600001,14,Higher Secondary,Single,0,Full-Time
Vincent Arya,47,Female,"Electrical Work, Tailoring",488-774,Ahmedabad,380001,19,Secondary,Married,5,Seasonal
Bina Handa,45,Male,Tailoring,454-561,Pune,411001,7,None,Married,5,Full-Time
Bachittar Kannan,23,Female,Painting,340-509,Lucknow,226001,6,Higher Secondary,Single,1,Part-Time
Riya Lall,39,Female,Decorating,469-671,Ahmedabad,380001,15,Primary,Married,0,Seasonal
Onkar Datta,37,Female,Painting,463-698,Hyderabad,500001,2,Primary,Single,1,Seasonal
Arin Mangal,28,Male,Carpentry,473-609,Delhi,110001,6,Higher Secondary,Married,6,Part-Time
Madhavi Mishra,54,Female,Carpentry,557-745,Mumbai,400001,20,Primary,Single,2,Seasonal
Ranveer Sane,18,Female,Plastering,326-524,Chennai,600001,1,Higher Secondary,Married,5,Full-Time
Aahana Mitter,53,Female,Painting,546-718,Jaipur,302001,6,Secondary,Widowed,2,Full-Time
Charles Kalla,58,Female,Plastering,517-655,Mumbai,400001,20,None,Widowed,2,Full-Time
Diya Raj,24,Male,"Plumbing, Carpentry",326-507,Bangalore,560001,1,Secondary,Widowed,0,Part-Time
Sanya Borah,21,Female,Tailoring,420-644,Bangalore,560001,2,Secondary,Married,0,Seasonal
Indira Dara,56,Male,"Domestic Help, Gardening",532-747,Bangalore,560001,3,Higher Secondary,Married,0,Full-Time
Vyanjana Deo,19,Male,Painting,319-487,Hyderabad,500001,2,Higher Secondary,Married,3,Seasonal
Simon Bansal,49,Male,"Tailoring, Gardening",521-818,Bangalore,560001,7,Secondary,Widowed,1,Full-Time
Vanya Pillai,31,Male,Plastering,556-680,Pune,411001,10,Primary,Single,0,Part-Time
Rajata Yogi,25,Male,Plastering,499-757,Delhi,110001,6,None,Widowed,1,Full-Time
Sai Oza,40,Female,"Plumbing, Decorating",364-650,Chennai,600001,11,Secondary,Married,4,Part-Time
Yug Savant,26,Female,Decorating,435-562,Chennai,600001,5,Higher Secondary,Married,4,Full-Time
Hritik Kaur,23,Male,Plastering,531-657,Delhi,110001,1,Primary,Married,6,Part-Time
Garima Mukherjee,46,Male,Sewing,330-498,Kolkata,700001,10,Higher Secondary,Single,1,Full-Time
Indali Nadkarni,31,Female,Carpentry,549-671,Kolkata,700001,2,Secondary,Widowed,0,Seasonal
Anay Patil,43,Female,Welding,581-743,Jaipur,302001,19,Higher Secondary,Widowed,0,Part-Time
Nidhi Hayre,54,Male,Plastering,398-514,Jaipur,302001,15,None,Married,1,Part-Time
Champak Pandey,56,Male,Welding,440-626,Delhi,110001,15,None,Widowed,1,Seasonal
Alexander Char,47,Female,Electrical Work,498-755,Bangalore,560001,13,None,Single,1,Seasonal
Bhanumati Bhatia,23,Female,Gardening,599-736,Jaipur,302001,4,Primary,Single,1,Part-Time
Azaan Bala,29,Male,Gardening,328-590,Kolkata,700001,4,Higher Secondary,Married,5,Part-Time
Aadi Bath,19,Male,"Plumbing, Plumbing",559-729,Mumbai,400001,2,Secondary,Widowed,0,Full-Time
Rohan Kala,46,Male,Carpentry,595-839,Jaipur,302001,6,Higher Secondary,Single,2,Part-Time
Lavanya Dutta,33,Female,Tailoring,519-694,Ahmedabad,380001,4,Higher Secondary,Married,1,Part-Time
Gunbir Shankar,32,Male,Masonry,584-789,Jaipur,302001,14,Higher Secondary,Single,0,Full-Time
Ryan Madan,29,Male,Gardening,479-705,Bangalore,560001,8,None,Single,0,Seasonal
Balhaar Sood,57,Female,Plastering,509-753,Pune,411001,18,None,Single,2,Part-Time
Darika Jaggi,56,Female,Plastering,510-613,Mumbai,400001,8,Secondary,Single,0,Full-Time
Shravya Kurian,24,Male,Painting,486-594,Delhi,110001,7,Secondary,Single,2,Full-Time
Luke Bhattacharyya,36,Female,Sewing,460-562,Delhi,110001,2,Primary,Married,0,Seasonal
Triya Babu,50,Female,Welding,393-499,Hyderabad,500001,6,None,Widowed,1,Part-Time
Eiravati Sant,56,Male,Decorating,310-583,Chennai,600001,19,None,Widowed,0,Part-Time
Leela Pillay,41,Male,"Cooking, Painting",453-599,Lucknow,226001,10,Primary,Widowed,1,Seasonal
Pushti Balan,36,Female,Gardening,410-698,Kolkata,700001,15,Secondary,Widowed,1,Part-Time
Damyanti Memon,33,Male,Gardening,538-745,Jaipur,302001,15,Primary,Widowed,1,Seasonal
Yashasvi Walia,20,Male,Plastering,367-631,Hyderabad,500001,2,Secondary,Widowed,0,Seasonal
Chaaya Varughese,20,Male,Cooking,518-798,Ahmedabad,380001,2,Primary,Married,1,Part-Time
Omaja Mani,59,Female,Carpentry,302-576,Delhi,110001,8,Secondary,Single,0,Full-Time
Bhavika Kala,52,Male,Tailoring,504-799,Delhi,110001,20,None,Widowed,1,Part-Time
Ekapad Raghavan,20,Male,Painting,497-597,Chennai,600001,3,Secondary,Widowed,1,Full-Time
Gaurang Bhatti,41,Female,Painting,512-729,Pune,411001,14,None,Married,0,Part-Time
Jonathan Narain,21,Male,"Electrical Work, Plastering",600-801,Lucknow,226001,2,None,Single,2,Seasonal
George Agarwal,31,Female,Decorating,418-647,Jaipur,302001,2,Secondary,Single,1,Part-Time
Thomas Majumdar,55,Female,Plastering,495-740,Hyderabad,500001,6,None,Single,2,Full-Time
Vasatika Saha,44,Female,Cooking,570-686,Bangalore,560001,6,None,Married,1,Seasonal
Ganga Bhavsar,59,Female,"Masonry, Tailoring",488-716,Jaipur,302001,8,Primary,Married,0,Seasonal
Anmol Mammen,33,Male,"Cooking, Plastering",556-734,Hyderabad,500001,3,Higher Secondary,Single,0,Seasonal
Zansi Wagle,40,Female,Gardening,472-690,Jaipur,302001,7,Primary,Widowed,1,Full-Time
Vritti Dave,34,Male,"Sewing, Masonry",562-857,Hyderabad,500001,4,None,Widowed,0,Seasonal
Warda Aggarwal,39,Female,Painting,580-757,Mumbai,400001,2,None,Married,0,Part-Time
Yauvani Mane,27,Female,Masonry,311-533,Jaipur,302001,10,Primary,Married,2,Seasonal
Ucchal Tella,60,Male,Painting,507-645,Pune,411001,20,Higher Secondary,Widowed,1,Part-Time
Eshana Shroff,43,Male,Domestic Help,405-618,Lucknow,226001,5,Secondary,Single,1,Full-Time
Priya Brar,38,Male,Electrical Work,505-768,Kolkata,700001,6,Secondary,Married,6,Part-Time
Darsh Bakshi,50,Female,"Welding, Electrical Work",528-656,Hyderabad,500001,7,Higher Secondary,Widowed,2,Full-Time
Ati Luthra,60,Male,"Carpentry, Carpentry",346-513,Hyderabad,500001,11,Secondary,Married,0,Seasonal
Raksha Doshi,28,Male,Welding,546-766,Chennai,600001,5,Primary,Married,3,Part-Time
Oviya Dube,46,Male,Domestic Help,401-528,Delhi,110001,7,Higher Secondary,Married,6,Full-Time
Kala Brahmbhatt,32,Male,Sewing,452-643,Lucknow,226001,8,Higher Secondary,Widowed,0,Full-Time
Ekantika Dey,46,Male,Carpentry,562-782,Kolkata,700001,11,None,Married,5,Full-Time
Darika Bedi,58,Male,Welding,326-596,Ahmedabad,380001,15,Higher Secondary,Single,0,Full-Time
Ikbal Menon,38,Male,Domestic Help,321-621,Hyderabad,500001,4,Higher Secondary,Married,3,Part-Time
Isaac Khanna,24,Female,Welding,358-484,Pune,411001,4,Higher Secondary,Single,2,Part-Time
Imaran Ramachandran,26,Female,Decorating,485-779,Delhi,110001,7,Secondary,Single,0,Seasonal
Wahab Mahajan,54,Male,Carpentry,443-630,Bangalore,560001,10,None,Widowed,1,Full-Time
Pranit Soman,41,Female,Masonry,313-558,Ahmedabad,380001,7,Higher Secondary,Single,2,Full-Time
Faraj Bajwa,44,Male,Carpentry,319-427,Pune,411001,19,Primary,Widowed,0,Full-Time
Robert Kala,31,Female,"Painting, Electrical Work",302-542,Kolkata,700001,1,Secondary,Married,1,Seasonal
Maanav Morar,56,Female,Plumbing,432-563,Ahmedabad,380001,2,None,Single,0,Seasonal
Tripti Buch,51,Male,Painting,569-769,Pune,411001,1,None,Single,2,Full-Time
Krish Dhar,54,Male,"Carpentry, Masonry",534-643,Bangalore,560001,4,Secondary,Married,5,Seasonal
Charan Parekh,37,Female,Electrical Work,568-737,Pune,411001,20,None,Widowed,1,Full-Time
Ekiya Kakar,59,Female,Electrical Work,358-535,Pune,411001,14,Higher Secondary,Widowed,2,Part-Time
Wishi Patla,24,Female,Sewing,554-795,Delhi,110001,1,Primary,Widowed,2,Seasonal
Tristan Sur,37,Female,"Painting, Domestic Help",518-791,Jaipur,302001,8,Primary,Single,0,Part-Time
Suhani Mani,48,Female,"Carpentry, Plastering",551-849,Bangalore,560001,20,None,Single,2,Part-Time
Xalak Bail,28,Female,Electrical Work,512-703,Delhi,110001,5,Higher Secondary,Married,2,Full-Time
Raagini Rege,18,Female,Sewing,520-712,Jaipur,302001,1,Higher Secondary,Single,1,Seasonal
Neha Singhal,33,Female,Sewing,409-650,Lucknow,226001,2,None,Married,6,Seasonal
Ikbal Mittal,28,Male,"Plastering, Tailoring",367-651,Chennai,600001,7,Higher Secondary,Married,0,Full-Time
Jasmit Grewal,28,Female,Plastering,544-757,Mumbai,400001,11,Higher Secondary,Widowed,0,Part-Time
Hemani Kapur,40,Female,Plumbing,392-545,Bangalore,560001,9,None,Widowed,0,Seasonal
Darpan Sami,58,Male,"Masonry, Tailoring",313-610,Mumbai,400001,18,Higher Secondary,Married,0,Part-Time
Saumya Choudhary,54,Male,"Cooking, Domestic Help",548-788,Jaipur,302001,3,None,Widowed,1,Full-Time
Aarush Saxena,32,Female,Electrical Work,347-465,Chennai,600001,4,None,Married,4,Full-Time
Yamini Halder,53,Female,Carpentry,453-719,Pune,411001,10,Secondary,Married,2,Full-Time
Brinda Rau,37,Female,"Gardening, Domestic Help",517-731,Bangalore,560001,5,Primary,Widowed,2,Seasonal
Vansha Rana,50,Male,"Decorating, Cooking",376-596,Bangalore,560001,7,Secondary,Single,0,Seasonal
Warda Balakrishnan,54,Female,Plumbing,465-729,Chennai,600001,14,Higher Secondary,Single,1,Seasonal
Riya Garg,37,Female,Domestic Help,354-554,Chennai,600001,18,None,Single,1,Part-Time
Ranbir Chana,51,Male,Sewing,560-846,Ahmedabad,380001,9,None,Married,1,Full-Time
Dakshesh Chanda,26,Female,Welding,351-651,Ahmedabad,380001,8,Primary,Single,0,Seasonal
Vrinda Khanna,37,Female,Sewing,409-624,Bangalore,560001,20,Primary,Married,3,Part-Time
Neha Chowdhury,54,Female,Masonry,591-851,Jaipur,302001,11,Higher Secondary,Single,2,Full-Time
Kashish Venkataraman,23,Female,"Cooking, Tailoring",563-771,Mumbai,400001,4,Secondary,Widowed,2,Full-Time
Laksh Pradhan,43,Male,Tailoring,527-751,Bangalore,560001,17,None,Married,5,Part-Time
Advik Zachariah,48,Male,Tailoring,312-570,Bangalore,560001,2,Higher Secondary,Married,0,Part-Time
Rishi Oza,58,Male,Gardening,519-648,Pune,411001,3,Higher Secondary,Widowed,0,Full-Time
Gopal Mammen,45,Female,Cooking,344-452,Bangalore,560001,16,None,Single,1,Full-Time
Jack Subramaniam,29,Male,Plumbing,309-540,Bangalore,560001,1,Higher Secondary,Single,0,Seasonal
Darika Nagarajan,57,Female,Decorating,596-742,Lucknow,226001,16,None,Single,0,Part-Time
Devika Bala,22,Female,Welding,463-629,Jaipur,302001,3,Higher Secondary,Widowed,2,Seasonal
Fariq Aurora,36,Female,Plastering,350-615,Lucknow,226001,7,None,Married,2,Full-Time
Kabir Balasubramanian,47,Female,"Plastering, Plastering",372-577,Delhi,110001,13,Primary,Single,1,Full-Time
Ayaan Ramachandran,49,Male,Plastering,354-483,Hyderabad,500001,15,Higher Secondary,Widowed,2,Seasonal
Wazir Sood,36,Female,Sewing,414-587,Ahmedabad,380001,2,Secondary,Single,2,Seasonal
Ganga Ramanathan,50,Male,"Electrical Work, Painting",525-676,Delhi,110001,13,Primary,Widowed,0,Seasonal
Qushi Kohli,31,Male,Cooking,595-804,Chennai,600001,7,None,Single,1,Part-Time
Triveni Amble,35,Female,Carpentry,593-841,Mumbai,400001,16,Secondary,Married,3,Seasonal
Manan Biswas,20,Male,Plastering,357-561,Hyderabad,500001,3,Secondary,Widowed,2,Full-Time
Oliver Bhardwaj,35,Male,Welding,410-673,Hyderabad,500001,14,Primary,Widowed,2,Part-Time
Ganga Som,30,Male,Sewing,426-568,Ahmedabad,380001,3,Primary,Single,1,Seasonal
Eiravati Kunda,42,Male,Plastering,396-627,Delhi,110001,13,Primary,Single,1,Seasonal
Inaya Verma,47,Female,"Painting, Cooking",522-672,Kolkata,700001,12,Primary,Single,0,Seasonal
Harish Ganesan,36,Male,Gardening,582-774,Lucknow,226001,8,Higher Secondary,Single,1,Part-Time
Amaira Tripathi,24,Male,Plastering,540-815,Jaipur,302001,2,Primary,Married,0,Part-Time
Prisha Sane,56,Male,Gardening,547-692,Kolkata,700001,7,Secondary,Single,0,Seasonal
Shaurya Rana,44,Male,Domestic Help,487-610,Ahmedabad,380001,3,None,Married,2,Seasonal
Chameli Chaudry,35,Female,Plumbing,558-718,Kolkata,700001,12,Primary,Widowed,2,Seasonal
Ishani Madan,50,Male,"Gardening, Gardening",493-676,Kolkata,700001,13,Secondary,Single,1,Seasonal
Shivani Kaur,60,Female,Painting,477-624,Pune,411001,9,None,Single,1,Seasonal
Wridesh Chokshi,52,Female,Masonry,443-613,Delhi,110001,20,Secondary,Single,1,Full-Time
Udant Kalla,19,Female,Masonry,595-770,Ahmedabad,380001,1,Secondary,Single,1,Part-Time
Ekani Kibe,23,Male,Sewing,390-605,Bangalore,560001,6,Secondary,Single,1,Full-Time
Luke Deep,38,Male,Plastering,344-447,Chennai,600001,11,Secondary,Single,1,Seasonal
Veda Ramaswamy,28,Female,Cooking,346-588,Kolkata,700001,3,Primary,Single,0,Part-Time
Varsha Parikh,18,Female,Plumbing,397-634,Pune,411001,1,Secondary,Widowed,0,Full-Time
Raagini Rajagopalan,25,Female,"Painting, Masonry",504-772,Mumbai,400001,5,Higher Secondary,Widowed,0,Seasonal
Amol Sangha,40,Male,Tailoring,462-692,Lucknow,226001,11,None,Widowed,0,Full-Time
Jatin Chacko,26,Female,Plumbing,368-640,Jaipur,302001,1,None,Widowed,0,Seasonal
Omya Dhaliwal,32,Male,Decorating,437-611,Lucknow,226001,8,None,Married,1,Part-Time
Baghyawati Deep,19,Female,Masonry,472-582,Bangalore,560001,2,Secondary,Widowed,2,Seasonal
Darika Minhas,27,Male,Electrical Work,426-608,Hyderabad,500001,6,None,Married,2,Seasonal
Mekhala Sekhon,40,Male,"Cooking, Cooking",465-652,Chennai,600001,19,None,Single,1,Full-Time
Samar Deep,22,Male,Painting,408-593,Hyderabad,500001,3,Secondary,Single,1,Part-Time
Qadim Master,51,Male,Electrical Work,511-632,Delhi,110001,2,None,Widowed,1,Full-Time
Bachittar Nagar,42,Male,Cooking,329-454,Lucknow,226001,6,None,Single,1,Full-Time
Charvi Chandra,55,Female,Decorating,519-792,Bangalore,560001,10,Secondary,Widowed,1,Part-Time
Harita Chada,32,Female,"Masonry, Cooking",371-669,Mumbai,400001,13,Higher Secondary,Single,2,Full-Time
Yagnesh Sarkar,56,Female,Plumbing,430-585,Lucknow,226001,9,Primary,Married,3,Full-Time
Raksha Lal,20,Male,Carpentry,449-628,Lucknow,226001,3,Higher Secondary,Widowed,1,Full-Time
Udyati Menon,34,Female,Cooking,416-687,Jaipur,302001,17,Secondary,Married,6,Seasonal
Vinaya Dugar,60,Female,Cooking,592-718,Chennai,600001,10,Higher Secondary,Single,1,Full-Time
Chandani Prabhu,41,Male,Painting,581-828,Lucknow,226001,5,Higher Secondary,Single,2,Full-Time
Waida Taneja,51,Male,Decorating,562-689,Ahmedabad,380001,15,Primary,Widowed,0,Seasonal
Gunbir Agrawal,36,Male,Tailoring,384-556,Lucknow,226001,19,None,Married,5,Full-Time
Yashica Banerjee,36,Female,Cooking,463-625,Chennai,600001,16,Primary,Single,0,Part-Time
Hamsini Murthy,43,Male,Carpentry,342-468,Bangalore,560001,4,Primary,Widowed,1,Part-Time
Devansh Memon,25,Female,Carpentry,336-504,Ahmedabad,380001,5,Primary,Widowed,1,Part-Time
Yamini Sridhar,47,Male,"Electrical Work, Plastering",329-528,Hyderabad,500001,1,None,Widowed,1,Part-Time
Mohammed Mallick,25,Male,Decorating,560-712,Delhi,110001,2,Primary,Widowed,2,Part-Time
Vanya Natarajan,22,Female,Tailoring,481-631,Mumbai,400001,4,None,Widowed,0,Part-Time
Mason Salvi,59,Female,Decorating,553-695,Hyderabad,500001,2,Secondary,Widowed,0,Seasonal
Chanchal Sethi,36,Female,Welding,414-626,Kolkata,700001,19,None,Widowed,1,Part-Time
Krisha Rai,43,Female,"Masonry, Domestic Help",306-598,Kolkata,700001,8,Primary,Married,1,Part-Time
Ati Varty,21,Female,"Electrical Work, Cooking",356-530,Bangalore,560001,3,Higher Secondary,Married,0,Seasonal
Matthew Ratta,29,Male,"Cooking, Gardening",394-556,Delhi,110001,4,Primary,Married,4,Full-Time
Yashawini Bose,37,Female,Welding,341-507,Lucknow,226001,16,Higher Secondary,Married,4,Seasonal
Jasmit Sibal,21,Female,Welding,330-604,Jaipur,302001,3,Primary,Married,4,Seasonal
Viraj Bhattacharyya,51,Female,Domestic Help,413-550,Mumbai,400001,1,Primary,Single,1,Part-Time
Gunbir Chacko,53,Female,"Domestic Help, Painting",406-648,Hyderabad,500001,5,Secondary,Married,5,Full-Time
Ekavir Verma,47,Male,Sewing,449-749,Kolkata,700001,2,Primary,Single,0,Part-Time
Arjun Prakash,18,Female,"Tailoring, Plastering",330-492,Delhi,110001,1,Higher Secondary,Widowed,1,Full-Time
Baljiwan Kumar,37,Female,Domestic Help,469-679,Chennai,600001,11,None,Widowed,0,Full-Time
Nirja Choudhry,59,Male,Gardening,471-648,Lucknow,226001,6,None,Married,5,Full-Time
Jeevika Iyer,44,Female,Domestic Help,587-712,Lucknow,226001,13,Higher Secondary,Widowed,1,Part-Time
Chameli Shenoy,28,Female,"Welding, Tailoring",473-729,Hyderabad,500001,8,Higher Secondary,Widowed,1,Full-Time
Dayita Saxena,49,Female,Plastering,600-833,Kolkata,700001,16,Secondary,Single,2,Seasonal
Divya Ratti,43,Male,"Cooking, Gardening",576-816,Delhi,110001,18,Secondary,Married,3,Part-Time
Kala Madan,45,Male,Electrical Work,587-849,Ahmedabad,380001,16,None,Married,5,Part-Time
Charan Buch,23,Male,"Gardening, Tailoring",436-607,Lucknow,226001,3,Primary,Widowed,0,Full-Time
Manthan Babu,55,Male,"Decorating, Sewing",564-785,Kolkata,700001,12,Higher Secondary,Single,2,Full-Time
Lohit Tak,47,Male,"Welding, Sewing",407-674,Kolkata,700001,6,Primary,Married,0,Seasonal
Hemani D’Alia,47,Female,Decorating,556-813,Hyderabad,500001,5,Secondary,Widowed,0,Seasonal
Ekani Sagar,52,Male,"Plumbing, Domestic Help",445-698,Mumbai,400001,9,None,Widowed,2,Seasonal
Netra Ramaswamy,45,Female,Carpentry,307-438,Delhi,110001,12,Secondary,Widowed,2,Full-Time
Zayan Khurana,60,Female,Sewing,483-736,Kolkata,700001,12,None,Single,0,Part-Time
Gayathri Devan,27,Male,Welding,517-689,Mumbai,400001,8,None,Widowed,2,Seasonal
Eta Dhar,34,Female,Electrical Work,392-589,Lucknow,226001,4,Secondary,Married,4,Full-Time
Manthan Agarwal,47,Male,"Painting, Electrical Work",383-579,Ahmedabad,380001,20,Secondary,Married,6,Seasonal
Bhavna Zachariah,50,Male,"Welding, Welding",452-578,Chennai,600001,11,Primary,Widowed,1,Part-Time
Aayush Patla,25,Female,"Painting, Electrical Work",334-526,Mumbai,400001,8,None,Married,0,Full-Time
Pushti Chaudhari,31,Male,Sewing,311-566,Lucknow,226001,5,Secondary,Married,3,Part-Time
Jagrati Khare,35,Female,Gardening,505-768,Delhi,110001,17,None,Married,3,Seasonal
Upma Chander,25,Female,"Painting, Painting",424-698,Ahmedabad,380001,5,Secondary,Married,5,Seasonal
Dominic Randhawa,42,Female,Cooking,333-469,Hyderabad,500001,8,Primary,Married,2,Seasonal
Praneel Yohannan,29,Male,Gardening,534-649,Ahmedabad,380001,12,None,Single,1,Full-Time
Dominic Choudhary,36,Male,Electrical Work,599-701,Lucknow,226001,19,Secondary,Widowed,2,Part-Time
Avni Wali,19,Female,Sewing,371-636,Ahmedabad,380001,2,None,Widowed,0,Full-Time
Gaurang Iyengar,57,Male,Masonry,520-670,Delhi,110001,19,Higher Secondary,Married,0,Seasonal
Kiaan Sura,24,Female,Gardening,480-677,Bangalore,560001,7,None,Widowed,2,Seasonal
Damyanti Natarajan,55,Female,"Plastering, Sewing",344-590,Ahmedabad,380001,11,Secondary,Widowed,2,Full-Time
Benjamin Wali,34,Female,Sewing,510-762,Delhi,110001,4,None,Married,2,Full-Time
Jeevika Palla,27,Male,Decorating,577-765,Mumbai,400001,8,Primary,Widowed,0,Part-Time
Sanya Chaudhari,18,Female,Sewing,408-618,Kolkata,700001,1,Higher Secondary,Single,1,Full-Time
Xiti Kuruvilla,56,Male,Cooking,417-678,Kolkata,700001,6,None,Widowed,0,Full-Time
